id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1012462,Colourful Art Deco Apartment with Street Views,5570306,Kirstin,,Melbourne,-37.81676,144.96296,Entire home/apt,225,14,9,2020-02-02,0.09,3,37,0,
1019387,2 BR  SELF CONT. MODERN APARTMENT,5309946,Jill & Graeme,,Boroondara,-37.85632,145.07137,Entire home/apt,110,3,67,2020-02-05,0.66,2,273,0,
1040236,TRENDY MODERN 2 BR APARTMENT,5309946,Jill & Graeme,,Boroondara,-37.85632,145.07137,Entire home/apt,110,3,27,2019-12-30,0.26,2,273,0,
1054730,Brighton Summer Cottage,5808523,Sally,,Bayside,-37.91824,144.99881,Private room,65,3,10,2020-02-28,0.11,1,343,0,
1057401,Modern Bayside Studio Apartment,5824112,Fiona,,Kingston,-37.99592,145.0959,Entire home/apt,75,7,56,2021-11-28,0.54,1,310,5,
1058005,"Stunning 1BD, 1 bath apartment in trendy Prahran",5826019,Elie,,Stonnington,-37.85477,145.00639,Entire home/apt,195,3,1,2018-10-31,0.03,1,364,0,
1061196,Beautiful Fitzroy Getaway,1701103,Joanne,,Yarra,-37.7991,144.98199,Entire home/apt,265,2,76,2021-12-27,0.73,1,213,11,
1061439,Queen room w/private shower 10minsCBD tram@door,5843865,Dianne,,Melbourne,-37.79905,144.94536,Private room,70,14,65,2020-03-03,0.62,2,230,0,
1064493,Stylish St Kilda Studio (Brand New),2708837,Jack,,Port Phillip,-37.86935,144.97962,Entire home/apt,99,1,173,2017-05-30,1.65,1,0,0,
1064503,Room with priva L shaped courtayrd,2027601,Bill,,Stonnington,-37.88427,145.06139,Private room,33,21,29,2021-09-20,0.28,8,159,1,
1067281,Highett House Beaubay Pet & Child,5869866,Claire  - Beau Bay Houses Owner/Ope,,Kingston,-37.95697,145.0561,Entire home/apt,359,14,5,2021-08-18,0.08,4,248,2,
1077126,Private room in Melbourne Northeast,5927414,Armita,,Banyule,-37.70789,145.10227,Private room,35,1,46,2021-04-19,0.55,1,342,1,
1077193,"Honey Apt 2 – 2BR, 3 REAL BEDS – City Centre",5570306,Kirstin,,Melbourne,-37.8187,144.96296,Entire home/apt,164,4,17,2019-06-10,0.17,3,37,0,
1084381,Private room in South Yarra,5962564,Heather,,Stonnington,-37.83931,144.99447,Private room,60,1,0,,,1,365,0,
1088321,"2 Bedrooms 2 Bathrooms, Kitchen, free WiFi Netflix",1214242,Mal,,Moreland,-37.71037,144.95232,Entire home/apt,149,2,4,2017-03-19,0.04,8,275,0,
1091282,Melbourne City Warehouse Loft,2586919,Jacquie,,Melbourne,-37.81905,144.96012,Entire home/apt,250,2,105,2018-08-12,1.00,1,67,0,
1098759,Glenmore Homestyle Accommodation,1771763,Katie,,Whitehorse,-37.83978,145.1774,Entire home/apt,90,2,128,2021-11-14,1.23,1,279,12,
1107707,Beaumaris House private pool & Pet friendly,5869866,Claire  - Beau Bay Houses Owner/Ope,,Bayside,-37.97205,145.04811,Entire home/apt,299,14,6,2020-01-10,0.08,4,63,0,
1117938,Elegant Apartment in Quiet Street,3751541,Alice,,Melbourne,-37.8139,144.988,Entire home/apt,150,7,10,2019-12-30,0.12,1,282,0,
1119442,Sophisticated boutique apartment in Collingwood,6140418,Sebastian,,Yarra,-37.80313,144.98553,Entire home/apt,235,3,0,,,1,0,0,
1127751,Adorable Chalet Tucked Away in Bohemian St Kilda,2864113,Vicki,,Port Phillip,-37.86624,144.98286,Entire home/apt,199,7,363,2021-10-31,3.52,1,150,1,
1135875,Southbank with Breathtaking Views,1374226,Mark & Mike,,Melbourne,-37.82441,144.96633,Private room,95,2,236,2021-04-25,2.25,1,7,2,
1137049,"Architectural Home, Pool Oasis/ Steps from Trendy Chapel St.",2624960,Karen,,Port Phillip,-37.85662,144.98615,Entire home/apt,600,1,238,2022-01-06,2.41,6,296,36,
1139168,St Kilda oasis -  Fab retro - close to it all!,474555,Rod,,Port Phillip,-37.87273,144.98671,Entire home/apt,154,13,73,2021-02-28,0.70,1,0,1,
1145231,Sunny spacious Northcote home.,6279514,Sian,,Darebin,-37.78107,145.00732,Entire home/apt,90,7,7,2018-07-27,0.07,1,9,0,
1156949,"Relaxing villa, close to town.",6339747,Serena,,Glen Eira,-37.90245,145.04185,Private room,70,1,35,2020-02-28,0.34,1,0,0,
1160278,Luxury Warehouse St Kilda w Rooftop,6358396,Melanie,,Port Phillip,-37.86601,144.98716,Entire home/apt,195,20,1,2016-04-01,0.01,1,362,0,
1160839,Studio Apartment in Healesville,6359961,Lianne & Paul,,Yarra Ranges,-37.64839,145.53486,Entire home/apt,181,2,59,2021-12-25,0.86,1,335,19,
1175222,Central Haven - entire apartment!,6432048,Sarah,,Melbourne,-37.80075,144.96406,Entire home/apt,105,10,10,2016-01-25,0.10,1,0,0,
1178955,Inner City 2 bedroom house,6449305,Andrew,,Glen Eira,-37.88306,145.01451,Entire home/apt,175,5,6,2014-04-21,0.06,1,8,0,
1181117,Fabulous 4 bedroom home in Melbourne,4517777,John Paul,,Port Phillip,-37.87566,144.99568,Entire home/apt,350,7,0,,,1,283,0,
1192689,St Kilda Beach 4 Bedrm Modern Home,3117312,Eva,,Port Phillip,-37.86433,144.97788,Entire home/apt,486,4,115,2021-12-29,1.12,1,198,1,
1196898,"THE LITTLE WHITE HOUSE - Luxury in Emerald, VIC.",6140372,Regina,,Cardinia,-37.93189,145.43971,Entire home/apt,295,2,162,2021-12-06,4.82,1,308,64,
1201338,South Melbourne Gem VictorianTerrace Emerald Hill,1300320,Christopher,,Port Phillip,-37.83392,144.95889,Entire home/apt,450,2,157,2021-12-26,1.88,2,310,21,
1233605,Chic Rooftop Laneway Designer 1b Apt ❤ Melb City,558987,Leyla,,Melbourne,-37.81514,144.96181,Entire home/apt,93,1,192,2021-12-12,1.86,1,350,9,
1234561,Great people and awesome location,6731712,Shannon,,Port Phillip,-37.85872,144.99102,Private room,39,2,23,2018-07-13,0.30,1,0,0,
1237261,Sunny Art Deco Apartment wifi,6610760,Bronwyn,,Stonnington,-37.83363,144.99019,Entire home/apt,105,2,145,2021-12-30,1.40,1,306,16,
1253219,Seddon/Yarraville: stay in our lovely period home,4542615,Darren & Bruce,,Maribyrnong,-37.80777,144.89751,Entire home/apt,85,14,3,2017-06-30,0.04,2,192,0,
1260741,Country Style 2 bedroom House - Off Street Parking,6866740,Katie,,Glen Eira,-37.89702,145.00617,Entire home/apt,220,3,22,2021-12-18,0.27,2,317,7,
1266244,"StayCentral Cityside - 2 Br, 2 Ba, Casino pool gym",4177728,Chris From StayCentral,,Melbourne,-37.82757,144.95428,Entire home/apt,312,3,14,2019-10-07,0.14,26,331,0,
1271310,Stunning Victorian 1 Brm Apartment,6919472,Jonathan,,Port Phillip,-37.85876,144.98599,Entire home/apt,100,2,22,2020-01-18,0.32,1,191,0,
1273571,Beautiful Bedroom in lovely home -Brunswick -wifi,6782184,Julia,,Moreland,-37.76003,144.97113,Private room,56,2,2,2019-06-05,0.02,2,0,0,
1273635,Private double room in Melbourne,6692322,Barry,,Manningham,-37.78438,145.16477,Private room,106,1,1,2019-06-18,0.03,1,179,0,
1273768,Fortnightly  or Monthly Rental close to CBD,6933179,Alex,,Yarra,-37.80698,144.98031,Entire home/apt,86,14,45,2022-01-01,0.44,1,235,4,
1285174,Stylish Self Contained Bunkhouse,6992397,Leanne,,Yarra Ranges,-37.88091,145.51647,Entire home/apt,220,1,49,2021-08-01,0.51,3,350,3,
1289142,Apartment with kitchen facilities,6992397,Leanne,,Yarra Ranges,-37.88058,145.51493,Private room,165,1,11,2020-11-21,0.12,3,365,0,
1289241,Creative 2 BR Home Brunswick Hub,6782184,Julia,,Moreland,-37.761,144.97258,Entire home/apt,115,4,56,2022-01-04,0.54,2,70,1,
1309634,The Little House on the Hill,7118998,Owen,,Yarra Ranges,-37.70204,145.53142,Entire home/apt,196,1,82,2021-07-06,0.80,1,347,4,
1320949,"Artistic, room in West Footscray",6689746,ChuPing,,Maribyrnong,-37.79897,144.87909,Private room,45,30,25,2019-03-18,0.30,1,0,0,
1321215,Stone's Throw Cottage B&B Belgrave,717024,Margaret,,Yarra Ranges,-37.90741,145.34919,Entire home/apt,220,2,23,2021-12-08,0.26,2,341,5,
1321535,Room in Elsternwick 1920s home,2085706,Annie,,Glen Eira,-37.89014,145.00444,Private room,81,2,17,2018-11-18,0.23,1,0,0,
1328207,inner city 1br with car space,7208325,Jenny,,Moreland,-37.7727,144.97098,Entire home/apt,120,3,148,2021-10-30,1.44,1,66,5,
1333069,Forest Hill - Comfortable room。 Female only,7230448,Donna,,Whitehorse,-37.83931,145.17783,Private room,40,1,24,2021-05-21,0.24,2,336,3,
1349937,SouthYarra SkyHigh(2br+WIFI+CARP),3721646,Jen & Alex,,Stonnington,-37.83699,144.99735,Entire home/apt,169,14,54,2020-01-01,0.52,46,334,0,
1352955,PARK SIDE PAD direct access to outside and porch,3377890,Bernadette,,Melbourne,-37.80653,144.96858,Entire home/apt,95,21,11,2021-12-18,0.11,2,161,2,
1357290,"2 Bedroom 3 Level Home, Abundant Light Space. Wifi",814722,Shanti,,Port Phillip,-37.86455,144.9956,Entire home/apt,195,7,94,2021-12-30,0.91,1,200,12,
1360263,Japanese Slipper B&B Midori Suite,7383811,Susie,,Yarra Ranges,-37.91997,145.33043,Entire home/apt,200,1,120,2022-01-06,1.67,2,166,33,
1361245,Main bedroom available over the summer period!,203738,Adam,,Stonnington,-37.85617,145.04205,Private room,40,2,0,,,1,0,0,
1361329,SouthYarra RTop(WIFI+CarP+2br2bath),3721646,Jen & Alex,,Stonnington,-37.83958,144.99365,Entire home/apt,169,14,56,2018-12-25,0.54,46,360,0,
1378758,Private Bedroom in a 2br house in St Kilda,7468649,Carolina,,Port Phillip,-37.86219,144.98892,Private room,86,1,7,2021-05-06,0.12,1,260,1,
1393371,Brighton Bayside Studio,7532185,Marilyn,,Bayside,-37.89895,144.98607,Private room,75,4,56,2020-03-09,0.56,1,133,0,
1394156,"Baringa Villa ""a touch of Tuscany""",7535114,Carmel,,Maroondah,-37.7751,145.28311,Entire home/apt,261,2,11,2020-05-27,0.13,1,188,0,
1405749,"Modern 1BR City Apartment WiFi, pool, gym, parking",5412740,Aida,,Port Phillip,-37.84972,144.9798,Entire home/apt,100,20,62,2021-03-07,0.61,1,282,2,
1412320,Stay@ #1 VALLEY FARM.. alpacas at your window!,7613976,Greg And Louise,,Yarra Ranges,-37.63358,145.51155,Entire home/apt,173,2,57,2022-01-01,0.64,3,257,10,
1412818,Stay @ #2 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63367,145.51249,Entire home/apt,186,2,59,2022-01-05,0.61,3,262,5,
1414187,Stay @ #3 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63318,145.51237,Entire home/apt,210,2,86,2021-11-14,0.94,3,261,2,
1417716,"Amongst the Poets, central Elwood.",7638031,Marcus,,Port Phillip,-37.87468,144.98824,Entire home/apt,95,2,139,2021-01-11,1.39,3,59,2,
1434853,In the heart of Melbourne,6685443,Linda,,Melbourne,-37.81026,144.96863,Entire home/apt,180,2,9,2016-02-09,0.12,1,0,0,
1463034,Executive apartment prime location,2960844,Thomas,,Port Phillip,-37.83635,144.97502,Entire home/apt,400,2,0,,,1,365,0,
1483791,Beautiful Spacious Top Floor 2BR. Sunsets included,251039,Ash,,Port Phillip,-37.86605,144.99478,Entire home/apt,215,19,33,2020-03-13,0.33,1,341,0,
1494540,Beautiful 'Paris End' CBD Apartment,7729799,Greg,,Melbourne,-37.80964,144.97295,Entire home/apt,143,3,222,2020-03-17,2.20,1,0,0,
1497122,"Collins St, Melbourne",7251621,Rob,,Melbourne,-37.81783,144.96096,Entire home/apt,120,5,352,2021-05-23,3.56,1,348,7,
1500598,South Yarra Modern Apartment,291232,Jason,,Stonnington,-37.83696,144.99368,Entire home/apt,162,2,138,2021-12-30,1.59,1,343,20,
1508587,Cosy home in vibrant Collingwood,2136338,John,,Yarra,-37.79794,144.99335,Entire home/apt,134,3,14,2019-04-12,0.14,1,195,0,
1516337,A LOVELY FAMILY HOME,8096480,Kerry,,Maroondah,-37.83509,145.31499,Private room,99,1,0,,,1,365,0,
1522751,Leafy Armadale Period Home :)Victorian House,1608157,Fay,,Stonnington,-37.8598,145.02108,Private room,75,1,15,2019-11-23,0.15,3,365,0,
1522907,Classic Armadale house - Central Location,1608157,Fay,,Stonnington,-37.85983,145.02271,Private room,75,1,19,2020-01-27,0.19,3,364,0,
1531039,Private rooms in Epping,8151815,Dhammika,,Whittlesea,-37.64948,145.03946,Private room,50,1,0,,,1,362,0,
1540666,"Gorgeous room - Fun Creative home, Great Location!",8213156,Margaret,,Port Phillip,-37.86639,145.00045,Private room,75,2,91,2021-07-08,1.07,1,155,4,
1547261,Inner-city stylish Brunswick apartment,3284392,Frances,,Moreland,-37.772,144.96145,Entire home/apt,126,3,104,2020-02-09,1.03,1,0,0,
1557274,Modern & Compact 1930s Art Deco 1BR Apartment,4255185,Efisia,,Stonnington,-37.83284,144.98828,Entire home/apt,115,2,18,2017-06-25,0.27,1,0,0,
1558434,Art Deco Studio Apartment,8295389,Michael,,Melbourne,-37.80252,144.97397,Entire home/apt,110,2,13,2018-02-03,0.13,1,0,0,
1568136,South Yarra -  Amazing City Views,7636153,Kirsten,,Stonnington,-37.83904,144.99303,Entire home/apt,169,4,113,2021-07-25,1.12,1,351,1,
1570830,NY style rooftop apartment,8352635,Chris,,Port Phillip,-37.85831,144.97942,Entire home/apt,130,2,22,2020-03-15,0.22,1,0,0,
1571073,St Kilda /Elwood Luxury near beach,2468582,Lynda,,Port Phillip,-37.87843,144.99194,Private room,89,2,2,2016-10-27,0.03,1,222,0,
1584356,Luxe City-fringe En-suite Hawthorn East,4702787,Mark & Wendy,,Boroondara,-37.83643,145.05203,Private room,89,2,51,2022-01-01,0.65,2,335,4,
1595093,Blue-Fin St Kilda Beach Apartment,5958889,Cara,,Port Phillip,-37.87024,144.97625,Private room,80,2,19,2017-07-24,0.26,2,100,0,
1602671,"Local Laneway Living - stay with me  Wifi, netflix",8523310,Penny,,Melbourne,-37.816,144.95657,Shared room,51,2,74,2020-01-20,0.75,3,0,0,
1610201,10 mins from CBD! Up to 6 people,6331086,Lisa,,Melbourne,-37.78712,144.94082,Entire home/apt,263,2,205,2021-11-30,2.03,1,233,13,
1610316,Royal Stays 1Bdr Inner City Apt (Central Location),4170460,Royal Stays,,Melbourne,-37.81482,144.94734,Entire home/apt,150,30,17,2017-01-29,0.17,35,222,0,
1619718,Private Pad with Balcony and Secure parking,2058617,Stay With Style,,Port Phillip,-37.86439,144.97524,Entire home/apt,111,5,39,2021-12-15,0.40,12,337,1,
1621193,Private EnSuite room4 in Point Cook,8623584,Michael,,Wyndham,-37.90037,144.74154,Private room,62,1,18,2021-01-05,0.21,3,89,0,
1626393,Luxury large beachside residence,8451508,Anthony,,Port Phillip,-37.88449,144.98296,Entire home/apt,695,5,1,2014-07-13,0.01,1,0,0,
1630611,Private Ensuite room2 in Point Cook,8623584,Michael,,Wyndham,-37.90174,144.74117,Private room,62,1,19,2021-03-20,0.19,3,2,4,
1630761,Private Ensuite room 3 point cook,8623584,Michael,,Wyndham,-37.90007,144.74146,Private room,62,1,17,2021-12-26,0.20,3,0,4,
1637733,Spacious garden apartment,5913843,Andrea,,Knox,-37.85835,145.26078,Entire home/apt,179,2,60,2021-12-29,0.61,1,279,13,
1646891,StayCentral: Bayviews king bed pool tennis Netflix,4177728,Chris From StayCentral,,Melbourne,-37.8249,144.96164,Entire home/apt,256,3,10,2021-05-23,0.12,26,1,2,
1656742,Inner City Luxury Designer Home,5090138,Eva,,Port Phillip,-37.83163,144.94641,Entire home/apt,1061,7,7,2019-12-29,0.07,1,178,0,
1673871,Melbourne Style in the Heart of Collins Street,1114596,Matthew,,Melbourne,-37.81591,144.96052,Entire home/apt,130,4,5,2021-12-05,0.44,1,254,5,
1684869,CBD Laneway Warehouse Apartment,8908084,Wayne,,Melbourne,-37.8133,144.96094,Entire home/apt,169,2,89,2022-01-02,0.89,1,81,6,
1688748,Enjoy City Views from the Balcony of a Chic Apartment,8924888,Chris & Elle,,Stonnington,-37.84166,144.9977,Entire home/apt,142,5,259,2021-12-23,2.57,3,333,12,
1697412,Melbourne CBD - Gordon House,5157097,Wil,,Melbourne,-37.80616,144.9671,Entire home/apt,98,2,275,2021-12-31,2.78,1,85,10,
1701914,Albert Lake View Apartment,8984432,Patric,,Port Phillip,-37.85124,144.9805,Private room,79,1,0,,,1,0,0,
1704240,GREAT location - 1BD over summer!,8996977,Brent,,Stonnington,-37.84599,144.99223,Private room,70,1,0,,,1,0,0,
1722074,SouthYarra Top Floor(2BR+WIFI+CarP),3721646,Jen & Alex,,Stonnington,-37.83706,144.9966,Entire home/apt,169,14,54,2018-07-08,0.54,46,311,0,
1732959,The Barkly on the fringe of Melbourne,8904450,Vicki,,Moreland,-37.77656,144.96712,Entire home/apt,220,1,127,2021-12-27,1.28,1,175,8,
1733049,Paradise Location 3BD in Southbank,9130578,Chris,,Melbourne,-37.82248,144.96582,Entire home/apt,301,2,317,2020-02-28,3.17,1,344,0,
1733537,Quiet Retreat,4582064,Louise,,Frankston,-38.08078,145.21691,Private room,44,1,3,2019-12-11,0.04,3,164,0,
1739234,Innercity pad: the heart of the CBD,7922901,Linette,,Melbourne,-37.8089,144.96565,Entire home/apt,98,2,250,2022-01-07,2.51,1,325,18,
1742469,Private room with ensuite and desk,9173051,Christine,,Glen Eira,-37.89613,145.01357,Private room,75,2,26,2022-01-04,0.28,4,177,1,
1742705,"""Ilk"" - Pearl Apartments",9028154,Ayal,,Stonnington,-37.83888,144.99477,Entire home/apt,200,3,63,2021-11-28,0.63,15,111,2,
1747852,Heart of CBD Top Floor FREE Tram/ 2 Bedroom 1 bath,9198367,Nest-Apartments,,Melbourne,-37.80821,144.96623,Entire home/apt,154,1,184,2021-12-30,1.86,17,119,41,
1752177,"Cute,  Cozy and Classy in Melbourne City",6458973,Kate,,Melbourne,-37.810349,144.971649,Entire home/apt,116,4,252,2021-05-23,2.51,3,99,9,
1759694,Location Location. Chapel Street Lifestyle,9221368,Cameron,,Stonnington,-37.85087,144.99136,Entire home/apt,150,5,12,2021-03-10,0.14,1,0,2,
1760258,Royal Stays 2 BDR Apt near Casino (RS1104),4170460,Royal Stays,,Melbourne,-37.82737,144.95905,Entire home/apt,200,30,21,2018-09-16,0.21,35,365,0,
1763507,Beautiful South Yarra Home,9269547,Jaime,,Stonnington,-37.84101,144.98778,Entire home/apt,160,7,1,2016-03-06,0.01,1,0,0,
1766675,"Modern light-filled, beach-side apartment",9282702,Monica,,Hobsons Bay,-37.86939,144.81845,Entire home/apt,190,3,16,2021-05-24,0.16,1,314,1,
1779098,Queen Bea - Melbourne,9341015,"Renae, Odette And Joslene",,Darebin,-37.76512,144.99332,Entire home/apt,190,30,114,2021-02-08,1.15,1,160,1,
1798355,2 Bedroom Apt Melbourne City WiFi,7046664,Dave,,Melbourne,-37.80666,144.96899,Entire home/apt,350,2,71,2021-07-14,0.71,3,204,5,
1802291,The Sixth Hole,5247469,Sally (And Gary),,Frankston,-38.19004,145.20658,Entire home/apt,270,2,15,2021-12-30,0.18,3,354,9,
1803021,HUGE PENTHOUSE - ISOLATE IN COMFORT & WORK AT HOME,139357999,Thomas,,Stonnington,-37.8473,144.99358,Entire home/apt,509,2,104,2021-12-05,1.06,3,304,3,
1815508,Live Like a Local in the Heart of Richmond!,9509273,Jo,,Yarra,-37.82218,145.00036,Entire home/apt,98,2,399,2021-12-09,4.03,2,271,1,
1822180,Japanese Slipper B&B Aka suite,7383811,Susie,,Yarra Ranges,-37.91904,145.33242,Entire home/apt,175,1,192,2022-01-03,2.64,2,343,43,
1822923,"Location, location, location!",9543070,Lauren,,Yarra,-37.81986,145.00052,Entire home/apt,99,7,1,2014-01-02,0.01,1,0,0,
1827577,Warehouse in heart of Melbourne,5261406,Jordan,,Moreland,-37.76997,144.96388,Private room,60,2,4,2017-09-10,0.04,1,0,0,
1832876,"Visit Fashion Houses from an Airy, Minimalist Flat",1700056,Rodger,,Melbourne,-37.81465,144.96716,Entire home/apt,204,3,219,2021-12-18,2.20,4,317,22,
1833368,Royal Stays 2Bdr Apartment with a view (1603),4170460,Royal Stays,,Melbourne,-37.82737,144.95905,Entire home/apt,200,30,12,2017-01-08,0.12,35,222,0,
1866009,Single Room In Heritage Building,2812963,Medley,,Melbourne,-37.80523,144.96857,Private room,80,3,14,2020-01-26,0.14,5,37,0,
1881121,Super modern & clean with bathroom & desk!,109964096,Kala,,Whitehorse,-37.80724,145.17391,Private room,43,1,51,2021-06-11,0.79,1,349,1,
1887354,Straw & Earth Room in Eco Home,2225077,Paul,,Moreland,-37.7373,144.93439,Private room,38,1,51,2019-12-18,0.51,5,365,0,
1888612,Easey If You Try,4926441,Cameron,,Yarra,-37.79803,144.98904,Entire home/apt,200,2,154,2020-01-25,1.55,1,0,0,
1888716,Designer 1br in Ripponlea / St Kilda East,275066,Jake,,Port Phillip,-37.87599,144.99352,Entire home/apt,120,3,0,,,1,0,0,
1893907,Home away from home,4409445,Michelle And Rosa,,Moreland,-37.77042,144.96323,Entire home/apt,190,7,57,2020-03-27,0.58,1,319,0,
1906621,Superb Penthouse- Incredible views,3154709,Wendy,,Port Phillip,-37.8638,144.97398,Entire home/apt,500,2,20,2020-03-16,0.23,1,333,0,
1914471,"Royal Stays ""City Views"" 2Bdr/2Bath Apt (RS807)",4170460,Royal Stays,,Melbourne,-37.81482,144.94734,Entire home/apt,225,30,23,2020-01-25,0.24,35,271,0,
1915939,Centre Melb CBD. Collins St. 2Bdrms,2470635,David,,Melbourne,-37.81633,144.96547,Entire home/apt,160,3,211,2021-12-19,2.17,1,77,14,
1923545,"Sky Garden in Southbank, Melbourne",3612108,Richard,,Melbourne,-37.82274,144.96765,Entire home/apt,169,6,293,2022-01-01,3.07,2,53,24,
1926575,Royal Stays 1 Bdr Apt with City Views (RS304),4170460,Royal Stays,,Melbourne,-37.814419,144.947433,Entire home/apt,116,30,5,2016-10-18,0.05,35,222,0,
1927160,Sunny Room in Collingwood Warehouse,2303218,Stuart,,Yarra,-37.8034,144.98575,Private room,150,4,4,2015-08-14,0.04,1,0,0,
1930659,"Double room, close to CBD & beach in family home",331744,Jillian,,Port Phillip,-37.83538,144.93953,Private room,80,4,20,2018-11-30,0.21,2,129,0,
1936710,Private room in Heritage Building,2812963,Medley,,Melbourne,-37.80638,144.96853,Private room,80,3,9,2018-12-01,0.09,5,37,0,
1937502,Amazing 3 Storey St Kilda Apartment,10024605,Sam,,Port Phillip,-37.86234,144.98038,Private room,99,1,1,2013-12-02,0.01,1,0,0,
1950412,Royal View Apartment (CBD Edge),4838224,Jenni,,Melbourne,-37.8035,144.96787,Entire home/apt,267,4,74,2021-07-05,0.78,1,191,5,
1950793,Arty flat in the Treetops,6124629,Mish,,Darebin,-37.7584,144.98583,Entire home/apt,145,2,126,2022-01-03,1.29,1,0,8,
1956184,"Light, airy and comfortable room",10111066,Lynda,,Port Phillip,-37.87844,144.98931,Private room,51,2,57,2020-03-15,0.60,2,349,0,
1956956,ScenicTreetops @ Eltham,2001917,Bryce (& Bambi),,Nillumbik,-37.70476,145.14276,Private room,95,1,48,2021-01-01,0.50,1,57,0,
